feature,count,missing,missing_pct,n_unique,n_zeros,zero_pct,mean,standard_error_excel,std,mode_excel,sample_variance_excel,min,p1,p5,q1,p25,q2_median,p50,q3,p75,p95,p99,max,range,iqr,sum_excel,confidence_level_95_excel,skewness,kurtosis,outlier_count_iqr,outlier_pct_iqr,distribution_shape,cv,q1_25,median_50,q3_75,mean_excel,median_excel,std_excel,minimum_excel,maximum_excel,range_excel,skewness_excel,kurtosis_excel,count_excel
AMT_REQ_CREDIT_BUREAU_QRT,265992,41519,13.502,11,215417,80.986,0.2654741495984841,0.0015396310176302,0.7940556483207578,0.0,0.630524372630099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,261.0,261.0,0.0,70614.0,0.0030176767945552,134.3658,43707.4648,50575,19.014,lệch phải mạnh,2.9911,0.0,0.0,0.0,0.2654741495984841,0.0,0.7940556483207578,0.0,261.0,261.0,134.36577604912551,43707.4647521969,265992.0
AMT_REQ_CREDIT_BUREAU_YEAR,265992,41519,13.502,25,71801,26.994,1.899974435321363,0.0036244620466937,1.869294998181557,0.0,3.4942637902265874,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,25.0,25.0,3.0,505378.0,0.0071039456115197,1.2436,1.969,3364,1.265,lệch phải mạnh,0.9839,0.0,1.0,3.0,1.899974435321363,1.0,1.869294998181557,0.0,25.0,25.0,1.243590004141659,1.9690340369684067,265992.0
AMT_REQ_CREDIT_BUREAU_DAY,265992,41519,13.502,9,264503,99.44,0.0070002105326475,0.0002147526292015,0.1107574063243545,0.0,0.0122672030556981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,1862.0,0.0004209151532351,27.0435,1151.8676,1489,0.56,lệch phải mạnh,15.822,0.0,0.0,0.0,0.0070002105326475,0.0,0.1107574063243545,0.0,9.0,9.0,27.043504708921247,1151.8675941767497,265992.0
BUREAU_DAYS_CREDIT_OLDEST,263491,44020,14.315,2922,1,0.0,-1762.3748818745232,,863.8621809632908,,,-2922.0,-2912.0,-2868.0,-2583.0,-2583.0,-1827.0,-1827.0,-1035.0,-1035.0,-295.0,-88.0,0.0,2922.0,1548.0,,,0.3048,-1.2323,0,0.0,gần đối xứng,-0.4902,-2583.0,-1827.0,-1035.0,,,,,,,,,
BUREAU_CREDIT_DAY_OVERDUE_MEAN,263491,44020,14.315,1541,260094,98.711,1.035863097043655,,25.825412292572874,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2776.0,2776.0,0.0,,,52.9637,4026.9062,3397,1.289,lệch phải mạnh,24.9313,0.0,0.0,0.0,,,,,,,,,
BUREAU_OVERDUE_RATE,263491,44020,14.315,69,259897,98.636,0.0031406310163506,6.791525465636872e-05,0.0361054254791646,0.0,0.0012153474459265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,0.0,768.0496194289999,0.0001331138991264,18.032,409.5481,3594,1.364,lệch phải mạnh,11.4962,0.0,0.0,0.0,0.0029148988748344,0.0,0.0348618336569743,0.0,1.0,1.0,18.76675767435037,443.0338046650869,263491.0
BUREAU_AMT_OVERDUE_MAX,263491,44020,14.315,1203,260157,98.735,184.97019262517503,,14388.240178809756,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,3756681.0,3756681.0,0.0,,,178.4196,39602.4631,3334,1.265,lệch phải mạnh,77.7868,0.0,0.0,0.0,,,,,,,,,
BUREAU_ACTIVE_RATE,263491,44020,14.315,296,46341,17.587,0.4129718863197884,0.0006008106776219,0.308404377345084,0.0,0.0951132606745612,0.0,0.0,0.0,0.2,0.2,0.375,0.375,0.6,0.6,1.0,1.0,1.0,1.0,0.3999999999999999,108814.37630018,0.001177588928139,0.4772,-0.6152,0,0.0,gần đối xứng,0.7468,0.2,0.375,0.6,0.4129718901221673,0.375,0.3084043784944716,0.0,1.0,1.0,0.4771590062798161,-0.6151908120890859,263491.0
BUREAU_CREDIT_DAY_OVERDUE_MAX,263491,44020,14.315,868,260094,98.711,4.772758841857976,,89.14127391336616,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2792.0,2792.0,0.0,,,23.0395,570.089,3397,1.289,lệch phải mạnh,18.6771,0.0,0.0,0.0,,,,,,,,,
BUREAU_DAYS_CREDIT_RECENT,263491,44020,14.315,2923,4,0.002,-489.2978166237177,,537.5741451613144,,,-2922.0,-2605.1,-1645.0,-620.0,-620.0,-300.0,-300.0,-143.0,-143.0,-39.0,-14.0,0.0,2922.0,477.0,,,-2.1412,4.858,20536,7.794,lệch trái mạnh,-1.0987,-620.0,-300.0,-143.0,,,,,,,,,
BUREAU_AMT_DEBT_MEAN,256131,51380,16.708,169324,69689,27.208,160390.07697277027,,526650.0790171248,,,-1083614.67,0.0,0.0,0.0,0.0,44208.035,44208.035,142136.25,142136.25,609958.35,1935000.0,43650000.0,44733614.67,142136.25,,,19.6092,852.6628,25083,9.793,lệch phải mạnh,3.2836,0.0,44208.035,142136.25,,,,,,,,,
BUREAU_DEBT_CREDIT_RATIO_MAX,254877,52634,17.116,150668,69780,27.378,2.769627444332881,,399.0097018736148,,,-1.6200788666666668,0.0,0.0,0.0,0.0,0.7607871958477582,0.7607871958477582,0.952030574292722,0.952030574292722,1.01576002,1.4187558845808397,139396.0,139397.62007886666,0.952030574292722,,,308.9273,102268.5528,1139,0.447,lệch phải mạnh,144.0662,0.0,0.7607871958477582,0.952030574292722,,,,,,,,,
BUREAU_DEBT_CREDIT_RATIO_MEAN,254877,52634,17.116,179453,68967,27.059,0.4299125782488398,,25.795088731908557,,,-155.213164951038,0.0,0.0,0.0,0.0,0.188208194730439,0.188208194730439,0.3758576498073733,0.3758576498073733,0.8324130357251524,1.0,7744.318080601625,7899.531245552664,0.3758576498073733,,,232.3108,59869.6267,6768,2.655,lệch phải mạnh,60.0008,0.0,0.188208194730439,0.3758576498073733,,,,,,,,,
APP_EMPLOYED_YEARS,252137,55374,18.007,12573,2,0.001,6.527499862048477,0.0127497858001983,6.402081210238658,0.54757017,40.98664387783627,-0.0,0.3039014373716632,0.5639972621492129,2.099931553730322,2.099931553730322,4.511978097193703,4.511978097193703,8.692676249144421,8.692676249144421,19.96167008898015,31.04251882272408,49.0403832991102,49.0403832991102,6.592744695414099,1645824.2326542218,0.0249895801683888,1.9683,4.7527,15149,6.008,lệch phải mạnh,0.9808,2.099931553730322,4.511978097193703,8.692676249144421,6.527499861798236,4.511978,6.402081214561111,0.0,49.040382,49.040382,1.968315533608054,4.752651562079526,252137.0
DAYS_EMPLOYED,252137,55374,18.007,12573,2,0.001,-2384.1693246132063,254.7635808623804,2338.36016203967,365243.0,19958842205.45393,-17912.0,-11338.28,-7291.0,-3175.0,-3175.0,-1648.0,-1648.0,-767.0,-767.0,-206.0,-111.0,0.0,17912.0,2408.0,19623828581.0,499.3366184902655,-1.9683,4.7527,15149,6.008,lệch trái mạnh,-0.9808,-3175.0,-1648.0,-767.0,63815.04590404896,-1213.0,141275.76651872724,-17912.0,365243.0,383155.0,1.664346198068542,0.7716123806586128,307511.0
EXT_SOURCE_3,246546,60965,19.825,814,0,0.0,0.5108529061799657,0.0003924089170476,0.1948443644637488,0.7463002,0.0379643261898829,0.0005272652387098,0.0646719558983517,0.1547436312725944,0.3706496323299817,0.3706496323299817,0.5352762504724826,0.5352762504724826,0.6690566947824041,0.6690566947824041,0.7862666146611379,0.8327850252992314,0.8960095494948396,0.8954822842561297,0.2984070624524224,125948.7402695055,0.0007691214774134,-0.4094,-0.6635,0,0.0,gần đối xứng,0.3814,0.3706496323299817,0.5352762504724826,0.6690566947824041,0.5108529048108893,0.53527623,0.1948443640187801,0.00052726525,0.89600956,0.89548229475,-0.4093904479385531,-0.663463059001149,246546.0
TOTALAREA_MODE,159080,148431,48.269,5116,582,0.366,0.1025466626854413,0.0002694315427824,0.1074623241496187,0.0,0.0115481511116377,0.0,0.0016,0.0067,0.0412,0.0412,0.0688,0.0688,0.1276,0.1276,0.3092,0.5258,1.0,1.0,0.0863999999999999,16313.1231,0.0005280858238536,2.7976,12.1675,12091,7.601,lệch phải mạnh,1.0479,0.0412,0.0688,0.1276,0.1025466626854413,0.0688,0.1074623241496187,0.0,1.0,1.0,2.7975715203286957,12.167529977595278,159080.0
YEARS_BEGINEXPLUATATION_AVG,157504,150007,48.781,285,514,0.326,0.9777348581623324,0.0001492268304102,0.0592233143583628,0.9871,0.0035074009635894,0.0,0.9488,0.9687,0.9767,0.9767,0.9816,0.9816,0.9866,0.9866,0.996,0.999,1.0,1.0,0.0099,153997.15110000002,0.0002924845876041,-15.5153,248.1763,4784,3.037,lệch trái mạnh,0.0606,0.9767,0.9816,0.9866,0.9777348581623324,0.9816,0.0592233143583628,0.0,1.0,1.0,-15.51526446627384,248.1763367689516,157504.0
YEARS_BEGINEXPLUATATION_MEDI,157504,150007,48.781,245,548,0.348,0.977752264069484,0.0001509251396588,0.0598973185051196,0.9871,0.0035876887641037,0.0,0.9493,0.9687,0.9767,0.9767,0.9816,0.9816,0.9866,0.9866,0.996,0.999,1.0,1.0,0.0099,153999.8926,0.0002958132737312,-15.5731,248.3965,4762,3.023,lệch trái mạnh,0.0613,0.9767,0.9816,0.9866,0.977752264069484,0.9816,0.0598973185051196,0.0,1.0,1.0,-15.573124273878925,248.39652202991456,157504.0
YEARS_BEGINEXPLUATATION_MODE,157504,150007,48.781,221,142,0.09,0.9770653729429092,0.0001627127407893,0.0645754370804801,0.9871,0.004169987074135,0.0,0.9489,0.9682,0.9767,0.9767,0.9816,0.9816,0.9866,0.9866,0.996,0.999,1.0,1.0,0.0099,153891.7045,0.0003189169719471,-14.7553,219.9628,5074,3.222,lệch trái mạnh,0.0661,0.9767,0.9816,0.9866,0.9770653729429092,0.9816,0.0645754370804801,0.0,1.0,1.0,-14.755317839129784,219.9627658043099,157504.0
FLOORSMAX_MODE,154491,153020,49.761,25,3415,2.21,0.2223150474784939,0.0003656230809469,0.1437094065953157,0.1667,0.0206523935439777,0.0,0.0,0.0417,0.1667,0.1667,0.1667,0.1667,0.3333,0.3333,0.4583,0.6667,1.0,1.0,0.1666,34345.674,0.0007166212386559,1.2443,2.5357,5104,3.304,lệch phải mạnh,0.6464,0.1667,0.1667,0.3333,0.2223150474784939,0.1667,0.1437094065953157,0.0,1.0,1.0,1.244342500189543,2.535687486366016,154491.0
FLOORSMAX_AVG,154491,153020,49.761,403,2938,1.902,0.2262819070366558,0.0003679924609805,0.144640699548004,0.1667,0.0209209319657359,0.0,0.0,0.0417,0.1667,0.1667,0.1667,0.1667,0.3333,0.3333,0.4792,0.6667,1.0,1.0,0.1666,34958.5181,0.0007212652235218,1.2265,2.4325,5215,3.376,lệch phải mạnh,0.6392,0.1667,0.1667,0.3333,0.2262819070366558,0.1667,0.144640699548004,0.0,1.0,1.0,1.226453556015355,2.432545153173104,154491.0
FLOORSMAX_MEDI,154491,153020,49.761,49,2995,1.939,0.2258965900926267,0.0003690771134404,0.1450670259193514,0.1667,0.0210444420090857,0.0,0.0,0.0417,0.1667,0.1667,0.1667,0.1667,0.3333,0.3333,0.4792,0.6667,1.0,1.0,0.1666,34898.990099999995,0.0007233911423433,1.2402,2.4686,5360,3.469,lệch phải mạnh,0.6422,0.1667,0.1667,0.3333,0.2258965900926267,0.1667,0.1450670259193514,0.0,1.0,1.0,1.2401854976388549,2.4685546507474028,154491.0
LIVINGAREA_AVG,153161,154350,50.193,5199,284,0.185,0.1073990193325977,0.0002825151231405,0.1105645231837133,0.0,0.0122245137868418,0.0,0.0022,0.0082,0.0453,0.0453,0.0745,0.0745,0.1299,0.1299,0.3205,0.5509,1.0,1.0,0.0845999999999999,16449.3412,0.0005537296413555,2.8547,12.3312,12517,8.172,lệch phải mạnh,1.0295,0.0453,0.0745,0.1299,0.1073990193325977,0.0745,0.1105645231837133,0.0,1.0,1.0,2.85473644632105,12.3311741978449,153161.0
LIVINGAREA_MEDI,153161,154350,50.193,5281,299,0.195,0.1086067360489941,0.0002868480764915,0.1122602586753476,0.0,0.0126023656778559,0.0,0.0022,0.0083,0.0457,0.0457,0.0749,0.0749,0.1303,0.1303,0.3255,0.558099999999997,1.0,1.0,0.0846,16634.3163,0.0005622222299235,2.8489,12.1386,12907,8.427,lệch phải mạnh,1.0336,0.0457,0.0749,0.1303,0.1086067360489941,0.0749,0.1122602586753476,0.0,1.0,1.0,2.84893537121163,12.138561231946577,153161.0
LIVINGAREA_MODE,153161,154350,50.193,5301,444,0.29,0.1059750504371217,0.0002857876844425,0.1118452658778338,0.0,0.0125093634992833,0.0,0.0019,0.0079,0.0427,0.0427,0.0731,0.0731,0.1252,0.1252,0.3229999999999999,0.5616399999999994,1.0,1.0,0.0825,16231.2447,0.0005601438615073,2.9025,12.4591,13105,8.556,lệch phải mạnh,1.0554,0.0427,0.0731,0.1252,0.1059750504371217,0.0731,0.1118452658778338,0.0,1.0,1.0,2.902491126966768,12.459061860591628,153161.0
ENTRANCES_MODE,152683,154828,50.349,30,387,0.253,0.1451926586456907,0.0002584205643303,0.1009769881602466,0.1379,0.0101963521379145,0.0,0.0345,0.0345,0.069,0.069,0.1379,0.1379,0.2069,0.2069,0.3103,0.5172,1.0,1.0,0.1379,22168.4507,0.0005065043060875,2.3923,11.4225,3840,2.515,lệch phải mạnh,0.6955,0.069,0.1379,0.2069,0.1451926586456907,0.1379,0.1009769881602466,0.0,1.0,1.0,2.392343315605997,11.422457776502654,152683.0
ENTRANCES_AVG,152683,154828,50.349,285,323,0.212,0.1497246700680495,0.0002560459637261,0.100049120760359,0.1379,0.0100098265649209,0.0,0.0345,0.0345,0.069,0.069,0.1379,0.1379,0.2069,0.2069,0.3103,0.5172,1.0,1.0,0.1379,22860.4118,0.0005018500889032,2.3997,11.5932,3882,2.543,lệch phải mạnh,0.6682,0.069,0.1379,0.2069,0.1497246700680495,0.1379,0.100049120760359,0.0,1.0,1.0,2.3997166974042456,11.593211697239813,152683.0
ENTRANCES_MEDI,152683,154828,50.349,46,329,0.215,0.1492127807286993,0.0002568630498847,0.1003683944976322,0.1379,0.0100738146140323,0.0,0.0345,0.0345,0.069,0.069,0.1379,0.1379,0.2069,0.2069,0.3103,0.5172,1.0,1.0,0.1379,22782.255,0.000503451577774,2.3877,11.4741,3893,2.55,lệch phải mạnh,0.6727,0.069,0.1379,0.2069,0.1492127807286993,0.1379,0.1003683944976322,0.0,1.0,1.0,2.38771099781066,11.474066736834056,152683.0
APARTMENTS_MEDI,151450,156061,50.75,1148,771,0.509,0.1178499207659293,0.0002802813432308,0.1090759060011531,0.0833,0.0118975532699723,0.0,0.0021,0.0083,0.0583,0.0583,0.0864,0.0864,0.1489,0.1489,0.33,0.5501100000000093,1.0,1.0,0.0906,17848.370499999997,0.0005493514327325,2.6393,11.2422,10728,7.084,lệch phải mạnh,0.9255,0.0583,0.0864,0.1489,0.1178499207659293,0.0864,0.1090759060011531,0.0,1.0,1.0,2.6392555066479884,11.242189573046485,151450.0
APARTMENTS_AVG,151450,156061,50.75,2339,751,0.496,0.1174404991746451,0.0002781341484987,0.1082402913003223,0.0825,0.0117159606607786,0.0,0.0021,0.0082,0.0577,0.0577,0.0876,0.0876,0.1485,0.1485,0.3268,0.5448610000000103,1.0,1.0,0.0907999999999999,17786.3636,0.0005451429310574,2.6418,11.3938,10655,7.035,lệch phải mạnh,0.9217,0.0577,0.0876,0.1485,0.1174404991746451,0.0876,0.1082402913003223,0.0,1.0,1.0,2.641835785831277,11.393766789475992,151450.0
APARTMENTS_MODE,151450,156061,50.75,760,976,0.644,0.1142310069329811,0.0002773523423051,0.1079360390875328,0.084,0.0116501885339054,0.0,0.0021,0.0084,0.0525,0.0525,0.084,0.084,0.1439,0.1439,0.3193,0.541,1.0,1.0,0.0914,17300.286,0.000543610590918,2.7031,11.7461,10397,6.865,lệch phải mạnh,0.9449,0.0525,0.084,0.1439,0.1142310069329811,0.084,0.1079360390875328,0.0,1.0,1.0,2.703051653589444,11.746055625451124,151450.0
ELEVATORS_MODE,143620,163891,53.296,26,89498,62.316,0.0744897361091769,0.0003489863139582,0.1322561441505065,0.0,0.0174916876655595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1208,0.1208,0.3222,0.6042,1.0,1.0,0.1208,10698.2159,0.0006840131753581,2.5523,8.5979,9732,6.776,lệch phải mạnh,1.7755,0.0,0.0,0.1208,0.0744897361091769,0.0,0.1322561441505065,0.0,1.0,1.0,2.5522810986823834,8.59794286605391,143620.0
ELEVATORS_AVG,143620,163891,53.296,257,85718,59.684,0.0789415123241888,0.0003551077560359,0.1345760011003441,0.0,0.0181107000721598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.36,0.6,1.0,1.0,0.12,11337.580000000002,0.0006960112018304,2.4394,7.8694,10420,7.255,lệch phải mạnh,1.7048,0.0,0.0,0.12,0.0789415123241888,0.0,0.1345760011003441,0.0,1.0,1.0,2.439428668562437,7.869390118750006,143620.0
ELEVATORS_MEDI,143620,163891,53.296,46,87026,60.595,0.0780778443113772,0.000354820522876,0.1344671476906749,0.0,0.0180814138080657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.36,0.6,1.0,1.0,0.12,11213.54,0.000695448224837,2.4578,7.964,10383,7.229,lệch phải mạnh,1.7222,0.0,0.0,0.12,0.0780778443113772,0.0,0.1344671476906749,0.0,1.0,1.0,2.4578240835827048,7.96397800494117,143620.0
NONLIVINGAREA_MODE,137829,169682,55.179,3327,67126,48.702,0.0270223196859877,0.0001892343106341,0.0702538590439445,0.0,0.0049356047105664,0.0,0.0,0.0,0.0,0.0,0.0011,0.0011,0.0231,0.0231,0.1294,0.3221,1.0,1.0,0.0231,3724.4593,0.000370899248843,6.5225,63.3571,18817,13.652,lệch phải mạnh,2.5998,0.0,0.0011,0.0231,0.0270223196859877,0.0011,0.0702538590439445,0.0,1.0,1.0,6.522450898549668,63.35707261365652,137829.0
NONLIVINGAREA_AVG,137829,169682,55.179,3290,58735,42.614,0.0283577570757968,0.0001872661779427,0.069523183321236,0.0,0.0048334730191181,0.0,0.0,0.0,0.0,0.0,0.0036,0.0036,0.0277,0.0277,0.1279,0.3165,1.0,1.0,0.0277,3908.5213,0.0003670417087678,6.559,64.9124,16546,12.005,lệch phải mạnh,2.4516,0.0,0.0036,0.0277,0.0283577570757968,0.0036,0.069523183321236,0.0,1.0,1.0,6.559011647197609,64.91241640797908,137829.0
NONLIVINGAREA_MEDI,137829,169682,55.179,3323,60954,44.224,0.0282359205972618,0.000188998952346,0.0701664815068248,0.0,0.0049233351270475,0.0,0.0,0.0,0.0,0.0,0.0031,0.0031,0.0266,0.0266,0.1295,0.3212720000000001,1.0,1.0,0.0266,3891.7287,0.0003704379465982,6.5088,63.654,17254,12.518,lệch phải mạnh,2.485,0.0,0.0031,0.0266,0.0282359205972618,0.0031,0.0701664815068248,0.0,1.0,1.0,6.508830983416643,63.654035193281096,137829.0
EXT_SOURCE_1,134133,173378,56.381,114584,0,0.0,0.5021298056566624,0.0005762922021152,0.2110622492739249,0.35632268,0.0445472730867203,0.0145681324124455,0.0842566710105873,0.1580212306840712,0.3340072886740926,0.3340072886740926,0.5059979305057544,0.5059979305057544,0.6750525982300696,0.6750525982300696,0.8322601465728647,0.8894105328176929,0.962692770561306,0.9481246381488604,0.341045309555977,67352.17722354899,0.0011295327161458,-0.0688,-0.9652,0,0.0,gần đối xứng,0.4203,0.3340072886740926,0.5059979305057544,0.6750525982300696,0.5021298056671288,0.50599796,0.2110622493169262,0.014568132,0.9626928,0.948124668,-0.0687550578167839,-0.96515528417406,134133.0
BASEMENTAREA_MEDI,127568,179943,58.516,3772,14991,11.751,0.0879548546657468,0.0002300851846807,0.0821787495146341,0.0,0.0067533468717889,0.0,0.0,0.0,0.0437,0.0437,0.0758,0.0758,0.1116,0.1116,0.2231,0.3845,1.0,1.0,0.0679,11220.2249,0.0004509669619742,3.553,25.8298,7188,5.635,lệch phải mạnh,0.9343,0.0437,0.0758,0.1116,0.0879548546657468,0.0758,0.0821787495146341,0.0,1.0,1.0,3.553039527166942,25.829760825461616,127568.0
BASEMENTAREA_AVG,127568,179943,58.516,3780,14745,11.559,0.0884422190517998,0.0002308114821589,0.0824381587356851,0.0,0.00679605001573,0.0,0.0,0.0,0.0442,0.0442,0.0763,0.0763,0.1122,0.1122,0.2237,0.3859660000000003,1.0,1.0,0.0679999999999999,11282.397,0.0004523905050314,3.5663,25.9301,7190,5.636,lệch phải mạnh,0.9321,0.0442,0.0763,0.1122,0.0884422190517998,0.0763,0.0824381587356851,0.0,1.0,1.0,3.566306125866456,25.930120272778783,127568.0
BASEMENTAREA_MODE,127568,179943,58.516,3841,16598,13.011,0.0875432122475856,0.0002360443790428,0.0843071748692455,0.0,0.0071076997344335,0.0,0.0,0.0,0.0407,0.0407,0.0746,0.0746,0.1124,0.1124,0.2277,0.3962,1.0,1.0,0.0717,11167.7125,0.0004626469829239,3.4815,24.4312,6910,5.417,lệch phải mạnh,0.963,0.0407,0.0746,0.1124,0.0875432122475856,0.0746,0.0843071748692455,0.0,1.0,1.0,3.4815328531579337,24.431186343864308,127568.0
LANDAREA_AVG,124921,182590,59.377,3527,15600,12.488,0.0663331841723969,0.000229694606414,0.0811836407017935,0.0,0.0065907835175979,0.0,0.0,0.0,0.0187,0.0187,0.0481,0.0481,0.0856,0.0856,0.1947,0.3746,1.0,1.0,0.0668999999999999,8286.4077,0.0004502014285715,4.4587,34.7448,6888,5.514,lệch phải mạnh,1.2239,0.0187,0.0481,0.0856,0.0663331841723969,0.0481,0.0811836407017935,0.0,1.0,1.0,4.45867664075008,34.7447905414457,124921.0
LANDAREA_MODE,124921,182590,59.377,3563,17453,13.971,0.0649576844565765,0.0002312978048671,0.0817502778084354,0.0,0.0066831079217563,0.0,0.0,0.0,0.0166,0.0166,0.0458,0.0458,0.0841,0.0841,0.1956,0.3788800000000017,1.0,1.0,0.0674999999999999,8114.578899999999,0.0004533436975395,4.377,33.2733,7033,5.63,lệch phải mạnh,1.2585,0.0166,0.0458,0.0841,0.0649576844565765,0.0458,0.0817502778084354,0.0,1.0,1.0,4.37702654968116,33.2732701030747,124921.0
LANDAREA_MEDI,124921,182590,59.377,3560,15919,12.743,0.0671687490493992,0.0002324768749387,0.082167010280072,0.0,0.0067514175783654,0.0,0.0,0.0,0.0187,0.0187,0.0487,0.0487,0.0868,0.0868,0.1976,0.3812800000000003,1.0,1.0,0.0681,8390.7873,0.0004556546748798,4.3683,33.238,6873,5.502,lệch phải mạnh,1.2233,0.0187,0.0487,0.0868,0.0671687490493992,0.0487,0.082167010280072,0.0,1.0,1.0,4.368292319180046,33.23797701470324,124921.0
OWN_CAR_AGE,104582,202929,65.991,62,2134,2.041,12.061090818687727,0.0369360825452998,11.944811582242762,7.0,142.67852373528083,0.0,0.0,1.0,5.0,5.0,9.0,9.0,15.0,15.0,30.0,64.0,91.0,91.0,10.0,1261373.0,0.0723947217887877,2.7454,9.2149,4932,4.716,lệch phải mạnh,0.9904,5.0,9.0,15.0,12.061090818687727,9.0,11.944811582242762,0.0,91.0,91.0,2.7454221308684565,9.214945323055364,104582.0
YEARS_BUILD_MODE,103023,204488,66.498,154,103,0.1,0.7596373227337585,0.0003430549723543,0.1101110273419482,0.8301,0.0121244383422992,0.0,0.3662,0.608,0.6994,0.6994,0.7648,0.7648,0.8236,0.8236,0.9543,0.9869,1.0,1.0,0.1241999999999999,78260.1159,0.0006723877458145,-1.0023,4.7645,2537,2.463,lệch trái mạnh,0.145,0.6994,0.7648,0.8236,0.7596373227337585,0.7648,0.1101110273419482,0.0,1.0,1.0,-1.0023049025556343,4.764473708694371,103023.0
YEARS_BUILD_MEDI,103023,204488,66.498,151,101,0.098,0.7557462721916466,0.0003491467265799,0.1120663096440438,0.8256,0.0125588577572347,0.0,0.3559,0.5975,0.6914,0.6914,0.7585,0.7585,0.8256,0.8256,0.953,0.9866,1.0,1.0,0.1341999999999999,77859.2482,0.0006843275840966,-0.9628,4.4688,2274,2.207,lệch trái vừa,0.1483,0.6914,0.7585,0.8256,0.7557462721916466,0.7585,0.1120663096440438,0.0,1.0,1.0,-0.9627843224572196,4.468810703213848,103023.0
YEARS_BUILD_AVG,103023,204488,66.498,149,102,0.099,0.7524714325927221,0.0003529277951285,0.1132799266322471,0.8232,0.0128323417778073,0.0,0.3472,0.5920000000000001,0.6872,0.6872,0.7552,0.7552,0.8232,0.8232,0.9524,0.9864,1.0,1.0,0.136,77521.8644,0.0006917384784518,-0.9625,4.3998,2154,2.091,lệch trái vừa,0.1505,0.6872,0.7552,0.8232,0.7524714325927221,0.7552,0.1132799266322471,0.0,1.0,1.0,-0.9624852035905684,4.399757248829237,103023.0
FLOORSMIN_MEDI,98869,208642,67.849,47,2351,2.378,0.2316249380493379,0.0005149994238116,0.1619335414571561,0.2083,0.0262224718488565,0.0,0.0,0.0417,0.0833,0.0833,0.2083,0.2083,0.375,0.375,0.5,0.7083,1.0,1.0,0.2917,22900.526,0.0010093988706709,0.9602,1.3466,344,0.348,lệch phải vừa,0.6991,0.0833,0.2083,0.375,0.2316249380493379,0.2083,0.1619335414571561,0.0,1.0,1.0,0.9602264549841384,1.3465739325924195,98869.0
FLOORSMIN_AVG,98869,208642,67.849,305,2320,2.347,0.2318935004905481,0.0005132399069319,0.1613802888001374,0.2083,0.0260435976132157,0.0,0.0,0.0417,0.0833,0.0833,0.2083,0.2083,0.375,0.375,0.5,0.7083,1.0,1.0,0.2917,22927.078500000003,0.0010059502175866,0.9542,1.3383,343,0.347,lệch phải vừa,0.6959,0.0833,0.2083,0.375,0.2318935004905481,0.2083,0.1613802888001374,0.0,1.0,1.0,0.9541972815367736,1.3382558174507482,98869.0
FLOORSMIN_MODE,98869,208642,67.849,25,2517,2.546,0.2280584925507489,0.0005125385927766,0.1611597714954759,0.2083,0.025972471948474,0.0,0.0,0.0417,0.0833,0.0833,0.2083,0.2083,0.375,0.375,0.5,0.7083,1.0,1.0,0.2917,22547.9151,0.0010045756418422,0.9638,1.3537,320,0.324,lệch phải vừa,0.7067,0.0833,0.2083,0.375,0.2280584925507489,0.2083,0.1611597714954759,0.0,1.0,1.0,0.9638347550188308,1.3537255903892855,98869.0
LIVINGAPARTMENTS_MODE,97312,210199,68.355,736,519,0.533,0.1056448567494245,0.000313770957435,0.0978804465787937,0.0551,0.009580581822464,0.0,0.0028,0.011,0.0542,0.0542,0.0771,0.0771,0.1313,0.1313,0.2948,0.4885,1.0,1.0,0.0771,10280.512300000002,0.0006149910765726,2.9027,14.225,7469,7.675,lệch phải mạnh,0.9265,0.0542,0.0771,0.1313,0.1056448567494245,0.0771,0.0978804465787937,0.0,1.0,1.0,2.902671828936421,14.2249939441676,97312.0
LIVINGAPARTMENTS_AVG,97312,210199,68.355,1868,418,0.43,0.1007747749506741,0.0002967671603851,0.0925761339604974,0.0504,0.0085703405790719,0.0,0.0034,0.0101,0.0504,0.0504,0.0756,0.0756,0.121,0.121,0.2723,0.4539,1.0,1.0,0.0706,9806.5949,0.0005816636343548,3.0422,16.4906,7881,8.099,lệch phải mạnh,0.9186,0.0504,0.0756,0.121,0.1007747749506741,0.0756,0.0925761339604974,0.0,1.0,1.0,3.042198061393282,16.490629995238653,97312.0
